,predicted,sentiment,text,textID
2630,neutral,positive,___ haha was it good? i bet it was,c83acf7a6f
2631,neutral,positive,OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,ef2f959764
2632,neutral,positive,Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,32ad62e131
2633,neutral,positive,_jane   hope yours will go away quicker than mine (10 weeks now and counting),da15c4b003
2634,neutral,positive,Cinema tonight  it is half the price on Monday ;),670244dc63
2636,neutral,negative,Babysitting in the sun and heat. I`m getting lots of freckles,be346f0d98
2637,neutral,negative,tried to swat a fly with my Buddhist magazine... bad karma,be8e327d50
2638,neutral,positive, WHEW!  I`m just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,0c37fc95e3
2640,neutral,negative, Where r u Yvonne?? Haven`t seen u in the google groups in a day or so. Miss ya.,1ee78ef6e6
2643,neutral,negative," I think you were dreaming that!  However, my memory does suck so maybe not",520e9b5484
2646,neutral,positive," Aw, that song makes me think of girl scouts.",b943a19a88
2648,neutral,positive,"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes.",318bade93d
2652,neutral,positive,I wish the weather would be slightly less rainy so I could use the hot tub.,1fc3517acb
2653,neutral,negative, i rarely sleep.. cant help it   hehe,4ef9dfdd0a
2656,neutral,positive, lol i like challenges  the more impossible the more i want to try!,2d6ecef1de
2657,neutral,positive, yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies,6334ad4725
2658,neutral,positive,soo **** stressed out...I think I could possibly lose it,fe9b205b30
2660,neutral,negative, I can`t go to the grocery store on an empty stomach. That`s trouble! I wanna see ur show but not sure ill get to  let u kno,ca1d744985
2661,neutral,negative,   Bummer.  I hope it doesn`t continue too long.,81ef3d303f
2662,neutral,positive,_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,1f163ffa8a
2663,neutral,positive,I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won`t be here long.,896669ae51
2665,neutral,negative,just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG,87bfbb125b
2666,neutral,negative,Just read a book called 'Gamer Girl' and it wasn`t too bad.,1738ee7f17
2671,neutral,positive,i need a good idea... FAST!,60b050c72a
2678,neutral,negative,I don`t wanna work tonight,c3e4e319b8
2680,neutral,positive, Thank you.  I love my tattoos they are all very special to me **** My feet ones are beautiful  ****,e57eafee65
2682,neutral,negative," You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.",f5e5205d2e
2684,neutral,negative,"****, I Burned My legs  !x",b9cb67bd1c
2691,neutral,negative,There is ALWAYS one JOYKILL in the crowd!    haters!,7a5e6a6349
2700,neutral,negative,OMGosh! it`s 79 degrees and I`m sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,a16f652927
2701,neutral,negative, ****. You could have just called or told me in person. You didn`t have to humiliate me in front of the whole twitterverse.,acf7eddf2b
2704,neutral,negative,Jus Got Hom Fr. TDa Funeral... I`m So Sad! I Cried So Much Times! Much Love Grandpa!<3 I Never Got To Say My Last 'Goodbye' to Him.,e4891b511b
2705,neutral,positive, WILL DO!! (of will did?? lol ) great episode,da37487780
2706,neutral,positive,fully inspired to write a song.,be78fe3df4
2707,neutral,negative," Though it was a cold that would go away, turns out it`s a sinus infection that just keeps getting worse and worse by the day.",a30a9b4003
2708,neutral,positive," ali, just like you do!!!   have such a wonderful sunday!",ad0dd05c20
2711,neutral,positive, Is it true that you love brazil more than australia  nitey,27e3a4acfe
2712,neutral,positive,Gettin ready to hit up the mall w/my mom & Jayden!  DO ALL THINGS W/FAITH!!!!,8628c6df3d
2719,neutral,positive, http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,cb349ee334
2722,neutral,negative,dammit.  I need new cupcake tins,df9709f719
2726,neutral,positive, Im pleased hun,2d8d4624f2
2728,neutral,positive,_liden Thanks for the follow Tove!,eff38f3689
2729,neutral,positive, Have a fantastic time in paradise and drink a few Margeritas for me,fc2a587094
2731,neutral,negative,"that little girl on BGT  omggg, how can people not feel sorry for her?",cc7e3d0e3f
2733,neutral,positive, That`s tonight?! Cool,d31f0597f5
2736,neutral,positive," Have a good day.  I`m checking out Hugh today. Also, be on lookout for best 'cassoulet' recipe you will have ever tasted!",199d624a97
2737,neutral,positive,"nice night, should be golfing",c23bf94285
2741,neutral,negative,STUPID!!!! my ipod is taking forever to load.,e2bf49618d
2742,neutral,negative,jessie has gone away 4 the weekend!! I miss her already,d6dcf8c5ef
2743,neutral,positive,"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ...",d4aa6a714a
2744,neutral,negative,"woke up early this morning  not happy bout that, headache, dizzy can`t breathe, yeh im still sick",dc78ad00d3
2745,neutral,negative," nevermind....I kept reading and see ya`ll r gonna be in Williamsburg   I`ll mind my business now, lol",0a49d88d14
2747,neutral,negative,alice doesn`t know what to wear to the cinema  <3,d18a55e49e
2748,neutral,positive,Yeah yesterday I turned 16. My parents rented me out a hummer limo. It was pretty cool,620741fc16
2749,neutral,positive, aww dont cry ashley,3289389558
2752,neutral,positive, Love it! I wish my other half could even name web design ladies,f321d7a256
2753,neutral,positive, And I still recall how helpful you were way back when as I struggled on an AR contest question...,e1dbabfca3
2754,neutral,positive,Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....,f4855a1986
2755,neutral,negative, hush...stop teasing,92b95ebfbf
2756,neutral,negative,im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,f8d2395684
2758,neutral,negative,"is feeling sick .... oh well, i reckon those people on the bus cursed me.... Anyways, nighty night all!!",850681c6b2
2760,neutral,positive,  Happy Belated birthday hun!! My net broke  This is the first chance i`ve had to get online! Luff Yooooooo xxxxxxxx,07a3ac5a80
2763,neutral,positive,_marie Justin Timberlake is sooo funny!!,9c65f93a2b
2764,neutral,positive,"Get yer freak on-it`s Monday! Have a Great one, if it`s possible to have a great Monday!",448c887bd1
2767,neutral,negative, a steak burrito bowl right! I wish I wasn`t too lazy to go downtown,be6d61ef42
2768,neutral,positive," hahaha chivalry`s not dead, just rare",6b6ff812c1
2769,neutral,positive,awww holly  shes so cute! i hope they let her sing again!,f02147d638
2770,neutral,positive, omg that was my twin sister`s fav song,a85e779682
2771,neutral,negative,moving offices  I`m going to miss you Hollywood.,52e7b6c3d1
2774,neutral,negative," Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",5fb30f858b
2775,neutral,negative, shame Freud can`t follow up on those implications,238f8d875e
2780,neutral,negative,everyones just set to 'Away' on msn.. nobody to talk to :\,f4032fd33c
2782,neutral,positive,I like Rio Ferdinand - when he`s wearing an England jersey.,aa2c27ea07
2783,neutral,negative,Truly sad... My cheap little camcorder just shot craps.....,2e56c6a83e
2786,neutral,negative,"fear crept in but it`s already been dismissed. now let me do this thing right, coz this time the feelings are there and it`s so different",c5628b1962
2787,neutral,negative,is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,0aec5ff9a0
2788,neutral,negative,"I am so bored, i really don`t know what to do!",09910a212e
2790,neutral,negative,From twitterberry moved to ubertwitter - suffered from BB cache errors,d8ea663169
2791,neutral,positive, how poetic.. great going.. keep them coming,5773cb0640
2795,neutral,negative, we`ll miss you! I`m sad I didn`t get to meet you,1e52917c17
2796,neutral,positive,Completely EXCELLENT Dave Matthews concert! Jason Mraz opened & I heard 'stay or leave' & 'crush' for the first time live,4d5a01ceea
2797,neutral,positive,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,656119dd86
2799,neutral,positive,on my way homee  i love long car rides<3,22d22bda0a
2800,neutral,negative,tiiiired but i cant sleep,f2a3b9d7f4
2802,neutral,negative,Not well again   it`s definitely not hayfever,b9285b80a9
2803,neutral,positive,thinking about recent job opportunities and hoping to get one! and gettng ready for church,47e8896447
2804,neutral,negative,My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn`t want to drink.,c2828fbc35
2805,neutral,positive," 'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!",a4ab64c15c
2806,neutral,positive,So  is on SNL tonight! it`s going to be a HILARIOUS,da4a26cd96
2807,neutral,negative,got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend! <3,3b388efbe6
2808,neutral,positive,"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",449d73bf4f
2810,neutral,negative,http://twitpic.com/66xjl - An hour in the sun turned me into a blancmange. Sucks to be pale,c818fdf4b8
2812,neutral,positive, oh really  hopefully it was a good one. I just was trying to get your attention thats all,b9798fcba9
2814,neutral,negative,Bout to knock out. Feelin a lil sick  peace y`all,d6606e8167
2817,neutral,negative,http://twitpic.com/67ofz - ugh grosss,23a614d341
2820,neutral,positive, I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,adf5be9ada
2823,neutral,negative,3-4 hours sleep last night  barely functioning,facd1f468e
2824,neutral,positive," Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I`d better get some rest",11a3a0fb9d
2827,neutral,negative," Yeah, I`ll probably `stop` when ALL of my stories are completely finished. That won`t be for a while though. Wide awake.",24747934b4
2835,neutral,positive,Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about,739f17cfe1
2837,neutral,positive,got the twilight board game today  good old ebay..,06ed7a838d
2838,neutral,positive,"48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are",fb7e52a340
2839,neutral,negative, i`m a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i`m stupid. SHE`S STUPID.  j,7574ef7536
2840,neutral,negative,"  I`ve run out of earl grey, so having lemon tea instead, then whb for me too",e2d8e05859
2841,neutral,positive,finally made it to the QC...happy mother`s day!  got my car!!,6ff99dcdc1
2843,neutral,negative,  i have no one to watch it with! ma peeps  are actually focused on their finals already!,ec1dd094c2
2844,neutral,negative, Oh it`s been so long I can`t remember,6471ce79df
2845,neutral,positive,Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie,7ae4f41a31
2849,neutral,positive," Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",34e4bf2b94
2852,neutral,positive,Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,948fd09708
2853,neutral,negative,"omg, NO ICECREAM",8244eb7ae9
2856,neutral,negative,"gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL",a7a5cb1584
2858,neutral,negative,    GRR! my stupid meebo is disconnecting me every 5 seconds,6a818203a8
2859,neutral,positive, LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,3102d159d1
2861,neutral,positive," I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",4454e4d53a
2863,neutral,positive,I love the video for Da Funk by Daft Punk,e8e5d28fb4
2865,neutral,positive,Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,eadd269ce5
2868,neutral,negative,grrr hate when i make careless mistakes on docs i give to my partner,77e57c378f
2875,neutral,positive,"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",44c1c813a1
2876,neutral,positive,"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",8e34972820
2877,neutral,positive,"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",bb8443d7e2
2878,neutral,negative, she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,cadb7e8823
2879,neutral,positive, hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,65019c18cb
2881,neutral,negative, I can`t. I`m on my iPod and it doesn`t have IM,42d4d17693
2882,neutral,positive,okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),8837fac289
2883,neutral,negative,grrrr youtube wont let me watch the  chat again,1fb1670192
2884,neutral,negative, well that propels people to change direction. No point wasting your days on something you lost the passion for.,669c709c0b
2885,neutral,negative,"Hour fifteen drive. Just left, bored and ate half my food already",c7e52408c8
2886,neutral,negative,contemplating getting my hair cut and having severe anxiety about it....,f6f96dd249
2888,neutral,negative,Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,51ddb4abcf
2889,neutral,negative," sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",15a017a8e4
2890,neutral,positive,i wish i could go to meet in the middle tomorrow.,089f2af7b9
2891,neutral,positive, pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,28bd0fcd11
2893,neutral,negative,bye LA... I already miss you,8e7d2d0ea4
2894,neutral,positive, haha dork .. That sounds so yummy .. Share!,b847eb1075
2896,neutral,negative, it`s trashy and sensationalist...so yes,80279a9e74
2900,neutral,positive, http://twitpic.com/3ernb - Loving The Jumper,a7f12fa546
2901,neutral,negative,Oh fml its probs gunna be at shepards bush  i hate it there,a72c5d15b7
2903,neutral,positive, i wish we had sun lollies for me to get addicted  what flavour?,5ec14d968a
2906,neutral,positive," hehe, I can almost hear out of my right ear now  Can you yet?",2987cae592
2908,neutral,positive," saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",7067e6046d
2910,neutral,negative,Tweetioi in class is a real problem  =Taylor=,bd095b4751
2912,neutral,negative,I think i`m broke again.  :\,8bdaf388f3
2915,neutral,negative,has made a decision and will stick to it although I`m really not sure it`s the right one,598d35cd58
2917,neutral,negative,I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,d46052706c
2920,neutral,positive,"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",68a6cf591a
2921,neutral,negative,"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",04c455e820
2922,neutral,negative,Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,eae7117612
2923,neutral,negative,OMGod I`m soooo tired    I don`t think I have the energy to film today lol,548e2f1e34
2925,neutral,negative,Writing an essay in college writing  so boring,4ed24c845a
2927,neutral,negative, I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',fa8998df98
2928,neutral,positive," haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",e540ebed83
2933,neutral,positive,The sun is shining  Have a great day,f4eae403c0
2935,neutral,positive," Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",2f6e1bc40b
2937,neutral,negative,Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,3f8fc09752
2939,neutral,negative,Attempting to sleep. My puppy is sick already,9662de1204
2940,neutral,positive, i wanted to see that.  enjoy it!,44bf854f69
2942,neutral,negative,is sick in the doctors waiting room,b8846d0a50
2943,neutral,positive,Why did i drive and how did i make it? Ahh margaritas are the BEST!!,898b9a9338
2944,neutral,positive, omg wow  I hope everything is ok now,cb5041f872
2946,neutral,negative,#thingsmummysaid  You are the result of a broken condom.,43288822ee
2947,neutral,positive," oh okay cool, i love the fast and the furious can`t wait to see the new one",9a6c971e84
2948,neutral,negative,"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",a9edef474b
2949,neutral,positive,YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,09a2245f93
2950,neutral,positive,spending some quality time with my fender tele deluxe...true love,3a42bc3485
2952,neutral,negative,Wishing I could have seen my nephew graduate from kindergarten!,b7259fcba2
2953,neutral,positive, i (L u so much  See u at school todaay!,d2443706bf
2954,neutral,negative,Britain`s got Torture - Edelcries...,842e9e031b
2956,neutral,positive, It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,a838619ca9
2959,neutral,negative,  You`re silly.,2c0f4ee9e2
2960,neutral,negative,"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",c8cfe01c4f
2961,neutral,positive, Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,e6f7199479
2962,neutral,positive, YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,b9b983a83c
2963,neutral,positive,Hi .. I have the net YAYY.. Im here for a short time though,08ad89c6b0
2964,neutral,positive,Loving the sunshine! Wish poor Richie would feel better,edde6bb21e
2966,neutral,negative, heyy i have a sis of 1 year with 5 months and still she don t want to walk..,e01f6a7ec2
2967,neutral,negative,"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",6068de7168
2968,neutral,negative,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",5adce8e8fc
2973,neutral,negative,_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,52c2bbf770
2974,neutral,positive, I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,311f189ee4
2975,neutral,positive," Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.",fa3d1d0975
2976,neutral,negative, oh noes I missed you again.,7005fce01c
2978,neutral,positive, ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,667e216a44
2980,neutral,negative," I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",5612d59230
2982,neutral,negative," Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",f589c8b60d
2985,neutral,positive,59 may be my new FAV number!!!,653f3adcde
2986,neutral,negative,"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",5a17107aba
2987,neutral,negative,Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,8dd4c2b501
2988,neutral,positive, cool np. It`s got me working on a series of designs.,bf4c610e53
2989,neutral,negative,Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,b1a2c1b94c
2990,neutral,negative,  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,a624cc6757
2991,neutral,negative,"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",7c5b5c6f96
2992,neutral,negative,Oh it is so sunny.,397ef3478d
2993,neutral,positive, Oh noes.  Hope you feel better soon. My head sympathizes with yours.,917e217975
2994,neutral,negative,Sunburn is really bad now. Regretting sitting in the sun without suncream now,a657e300d0
2995,neutral,negative,I feel like I`m on alott of drugs,1872e32e07
2998,neutral,negative,my throat hurts  gonna go read and go to bed. text mee!,2bb759d569
3001,neutral,positive,$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,c2fe8bbad7
3003,neutral,positive," Ohhh, i really want to see Coraline, it seems really good",a0e7618e7a
3004,neutral,negative,why is it so **** cold ??!,12d70a758e
3006,neutral,negative, if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,9de7ee1962
3012,neutral,negative,"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",9f89432794
3013,neutral,positive, but it is a good one,684b2dcea7
3014,neutral,negative,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,2f8444db6c
3015,neutral,positive,totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,8e8ff8dc66
3017,neutral,positive,Got approximately 3 hours of sleep last night....I love my life,21af13b50e
3018,neutral,negative,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,daaff3f5f6
3022,neutral,positive, Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,3f09c16e52
3026,neutral,negative,I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,323e67716f
3027,neutral,positive, don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,cda2c56cef
3028,neutral,positive, http://twitpic.com/4jguu - wow that is pretty  x,7cb093f4c3
3032,neutral,positive,new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,bbf1006316
3034,neutral,positive," U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",b9b532f7a2
3035,neutral,positive, its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,3a23f53b85
3036,neutral,negative,So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,736f85408d
3037,neutral,negative, wat u doin my bad im mixin this song,2bffd86b55
3038,neutral,positive, can I help in any way?,b4d1c8c080
3039,neutral,positive,Signing out for the night - have a good Sunday night all,c5ee1ee772
3043,neutral,positive,It`s good to be home,e3ba5e82d3
3044,neutral,negative,AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,700c41e7c0
3047,neutral,positive,http://twitpic.com/4wtii - new hair going to greeattt use!,6fa5a04599
3048,neutral,negative,Test another update... sorry for bothering all of u guys,d54d4de7e5
3054,neutral,positive, oh ok  well im sendin lots of love ****,8353cc778e
3055,neutral,positive," nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",10e991f020
3057,neutral,negative, did she tell you why she hasnt? i miss my boge.,a3c5d75bbb
3058,neutral,positive,_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,2b8fcaed04
3059,neutral,positive, haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,37daa255ea
3061,neutral,positive, ... sounds like Jeff has the best job in the world!,5d47d76ed3
3062,neutral,negative,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,a0840086ab
3063,neutral,negative,someone doesn`t feel good...,9f23e5d8f5
3066,neutral,negative,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,e96c25a560
3067,neutral,positive," 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",56c08b2df6
3071,neutral,positive,I love Google`s Mothers day theme  http://tr.im/jtl8,84a2eb963a
3072,neutral,positive,_tha lol  congrats!,df2a0c498a
3073,neutral,negative,makin tea an its stressin me out,8230f9ad74
3074,neutral,positive," woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",ea7e409dcc
3076,neutral,negative, oh jealous. Though you`re missing the fried potato bread,b29a9ec749
3077,neutral,negative,"  How vile are people, they have to remove things that have a value",9d6e14002f
3078,neutral,negative, you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,051025ff7f
3080,neutral,negative, guess I missed out on more than beer and a good time,fe51ca37d4
3081,neutral,positive,watching my favorite tv shows on HULU.com for free,75dcba6339
3083,neutral,positive," well, as i mother & grandma i am a bit in a kidding mode",cec0440736
3084,neutral,negative,very very bad headache that is getting worse by the minute not better.,c4f4b37c8b
3085,neutral,negative,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,65f5ce236f
3086,neutral,positive, but but it was funny when I wrote it,66f40f0026
3087,neutral,positive, Thanks. Busy as **** is good in my book.,e38fab54b2
3088,neutral,negative,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,d67edb73e6
3090,neutral,positive,Yay my ears match,e739d7e64e
3091,neutral,negative, She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,2e982cc27d
3092,neutral,negative,wonders if anyone would care if she died tomorrow,3ed1480471
3093,neutral,negative, laundry instead of sitting here. that darn laundry keeps mocking me.,3e99500fa4
3094,neutral,negative,Unstable broadband and electricity taking toll on my mental stability.,00ce730001
3095,neutral,positive, grr @ naplan. just finished my commerce & geo exams  good luck (Y),ea57382c80
3096,neutral,positive,nice weather..looks like its going to rain here in #Delhi.,0972b54c53
3098,neutral,negative,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,755a345dc8
3099,neutral,negative,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,88a4e96eef
3101,neutral,negative, Oooh you just spoiled my teenage fantasy,998b50607e
3102,neutral,positive,"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",a185f0cc24
3104,neutral,negative," ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",34522a55d8
3105,neutral,negative,Wondering why it`s so cold - the skylight is open - I left the gas on this morning,dc513a682c
3109,neutral,positive,i had the best day ever! i missed him. more tomorrow too,f0854a3951
3110,neutral,positive,#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,356411fd5a
3112,neutral,positive, ahhh I`m drinking some too!! And bride wars is really good,3e7c1d3c6b
3113,neutral,negative, im missin out on all the fun aww  *cryin* lol,e79ca3a450
3114,neutral,positive," Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",5609c1212e
3117,neutral,negative,_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,f03669fe8c
3120,neutral,negative,_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,2b6ec32c28
3121,neutral,negative,this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,894a3f680a
3123,neutral,negative,Why did everyone seem to leave me this weekend  ....sigh. In bed,e53f3fb1a4
3124,neutral,positive,Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,9cf0c77bc1
3125,neutral,negative,"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",9e07e4f596
3126,neutral,positive,At the bus stop there`s always a big pile of loogies. So. Gross.,bb14e1f4cb
3127,neutral,positive, well keep me posted if it comes out fully thanks,8f65a41e73
3129,neutral,positive,"Thanks all for coming out tonight, hope ya had fun!",efb43fce11
3131,neutral,positive,things are looking better and better! i think i might be quite happy,72ee8deee3
3133,neutral,negative,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,586e68c59d
3134,neutral,negative,one of my cat`s is sick,04b57c4359
3136,neutral,negative,I can`t find my camera,43c61eb7a3
3137,neutral,positive,i think that i`m the only 1 on!!!,a7a96b2c1d
3138,negative,neutral,is feelin it,87cd836d7b
3139,neutral,positive,"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",a72f4f357b
3144,neutral,negative,really annoyed that work appear to have blocked facebook now...,10c55c13b8
3145,positive,neutral,Mothers Day,b26843421f
3148,neutral,negative,Ha! I think I really have lost it. Time to get ready for work.,3ae98f1cae
3149,neutral,negative, hell yea its hot here  i miss cali,3477bb4c82
3150,neutral,positive,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,193fe8822f
3153,neutral,positive,  Thanks Mr. DJ!,07d608a03d
3154,neutral,negative,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,d0ce0ab587
3155,neutral,negative," ohh sorry , thats someone else`s pic  my bad",425c9eb614
3156,neutral,negative," *hugs* Oh gosh, I`m sorry",43790fc27b
3157,neutral,positive,"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",727cbe5970
3160,neutral,positive, haha well then maybe u shouldn`t be so weak  hehe jks  ****,3d90ad58ee
3161,neutral,negative,Biggest food fight/mosh pit ever and i miss it from across the school,12b08fabd2
3162,neutral,negative,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,f97b6d38ed
